 December 2022,5,Luxury in Town,"Such a treat!!! The hotel is beautiful - the interior courtyard where breakfast is served & the rooftop terrace in particular. You don't want to miss sunset on the roof. The service we had was top notch. The food was excellent. It is in a great location, too, so that you can walk to everything in the old Medina and the beach.",hotelName,city
 April 2017,5,Lovely Hotel made even better by the staff,Based on the edge of the medina this hotel is very much at the top on customer service.Nothing is too much trouble and they are very proactive. The location is perfect for either the town and only a few hundred metres from the beach. Really enjoyed our 4 nights and look forward to revisiting this lovely hotel,L_Heure_Bleue_Palais,Essaouira
 March 2017,5,"Beautiful, glamorous hotel","I loved this hotel. The location is excellent. There's a very old-worldy charm to the decor. The staff were very pleasant and the breakfast was impressive. My only regret was having no time for the spa, definitely next time!",L_Heure_Bleue_Palais,Essaouira
 March 2017,4,Very nice stay in a seaside hotel,"We spent one night here. The rooms were not as luxurious as other places we had stayed in Morocco, but fine. The courtyard is pretty. The breakfast buffet was outstanding. It had more variety of fresh fruits and breads/pastries than any other place we stayed. Rooftop pool and deck are also quite nice.",L_Heure_Bleue_Palais,Essaouira
 February 2017,5,Fabulous small hotel in old town,"Loved this hotel where the staff are the best thing about it, warm and friendly people for whom nothing seems too much trouble. They went out of their way to take care of us. We had a suite on the top floor (of 3) which had tiny windows opening onto the square outside the old town, and big windows with shutters opening onto the central courtyard. Being on the outside wall of the town the hotel is quiet, but has easy access to both the beach and the medina, so it's easy to find restaurants for a change of scene. The only drawback is the Wi-Fi, which can be quite slow at times, but that is not specific to the hotel - the internet cafés were the same speed. Altogether would highly recommend the hotel.",L_Heure_Bleue_Palais,Essaouira
 February 2017,5,Great place,Excellent and elegant riad in the Medina close to Bab Marrakech gate . Had a very nice premium suite and much appreciated the professional and friendly staff. The food was top and the roof swimming pool and dining terrace are a plus. The Medina is smaller than the one in Marrakech but not as noisy and more easy to discover . The sea is always close .,L_Heure_Bleue_Palais,Essaouira
 March 2017,5,Excellent,"This was a great hotel. Had a nice sized room, room 11. Service was great. The breakfast was great as well. Many choices. Treated me very well. Very good location right inside the Bab Marrakech. Would stay there again.",L_Heure_Bleue_Palais,Essaouira
 February 2017,5,"Perfect location, great staff!","This was my first trip to Morocco with friends and it was made all the better by the staff and accommodation at the hotel. We spent 5 nights here out of a 7 day trip. The location was perfect & like with many accommodations in Morocco, the entrance is deceptive of the beauty that lies behind! The rooms were spacious & the decor was fab. Each day the room was made up, fresh fruit (dates & oranges) & water were left & each evening our beds were turned down. The roof top terrace with pool was a great addition with towels and sun hats provided, you even get a complimentary smoothie shot which are yum-perfect chill out area in right inside the bustle of the medina! The staff were excellent and very genuinely friendly, nothing was too much hassle. Would definitely recommend this hotel…",L_Heure_Bleue_Palais,Essaouira
 January 2017,5,Beautiful hotel on every level... wonderful stay,"The decor is dreamy, the staff is gracious and lovely, the location in the medina is perfect, the restaurant is very, very good. We were there off-season, but the breakfast set-up is very basic-- I think that's the only negative thing I could say about this hotel. We stayed in a Portuguese suite, which was really spacious and cosy at the same time. Huge bathtub with beautiful bath amenities. We'll definitely stay here again..",L_Heure_Bleue_Palais,Essaouira
 November 2016,5,"One foot in the past,one in the now!","A very diverse place to visit,unhurried,old and the modern coming togethers! A very small airport only one plane in and out from uk twice a week! We are in our seventies ,and we're not alone on the tourist trail by any means ! Old and young mingle well here.We would certainly recommend it to anyone! We were in a lovely hotel,but our daughter and friends,who go frequently as flights aren't expensive,stay in cheap apartments.Also even in the summer it doesn't get too hot,surprisingly!",L_Heure_Bleue_Palais,Essaouira
 January 2017,5,Best hotel in Essouira by far!,"We have just spent three nights here as part of a three center holiday in Morocco. If you were not shown where the hotel is you would never find it. With just a simple blue door in a high white wall and no name sign it hides conveniently just inside the Medina. It is a total contrast inside to what you experience outside. You have the calm, splendor inside and a bustling Medina outside on your doorstep. Without doubt it is the best hotel in Essouira. It is on the site of an old warehouse that was turned into an orphanage then left abandoned for 30 years in 1960 until a local family bought it and turned it into a luxury hotel. It opened in 2004 and is a hidden gem. Despite being quite expensive it is good value for money if you want a hotel of this quality and style in this…",L_Heure_Bleue_Palais,Essaouira
 December 2016,5,"Exceptional stay at L'Heure leue Palais, in Essaouira","We were very impressed after entering the Lobby door to see the large beautiful lobby and garden leisure and dining area. This riad has all the ammenities, wonderful service, great dining, and very well appointed rooms. Just outsjde is the really unique medina with very interesting souks.and ancient and very active harbor. We very highly recommend this affordable luxury hotel.",L_Heure_Bleue_Palais,Essaouira
 January 2017,5,luxury in essaouira,"wonderful location, great service, good room, good breakfast, nice atmosphere, very international guests. shower was not great (even though the ammenities were fantastic), very clean, wi-fi could be (much) better,",L_Heure_Bleue_Palais,Essaouira
