 December 2022,4,Holiday in Tanger - Awesome service,"This was our first time stay here, although I did stay at the next door Hilton once before. I must say the staff here were all Supa amazing & gave us a customer deserving treatment of note! They acted on every request and delivered even more than requested. We need to mention the staff at reception that assisted us in making other reservations for us at other hotels and arranging our tours to changing the reservations at this hotel. They made great suggestions for us & made our holiday much more value four our money. Thanks to Lubnah, Wiam & Reda for your help, much appreciated. Our friendly staff at restaurant @ breakfast for taking special care of us, you are Supa stars & have great futures in your industry. We wish you success and climbing the ladders of success in your…",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,hotelName,city
 August 2018,3,"Nice location, rooms, but very slow and pricy.","I am regular customer to Hilton hotels around the world... the services in this location is the slowest one and improper resources management is very clear ( I lost + 2.5 hours in check-in & checkout for 10 hours stay ) with only few guest in the line. Also the elevator is slow and busy most of the time. The breakfast was good and has some Moroccan dishes and the services level in the restaurant is much better than front desk ( thanks goes to Raja as well ). Location is supper and has big supermarkets, mall, telecom, and walk few steps to beach, cafes and restaurants.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 August 2018,2,Disappointing,"Arrived at 4:00. We had to wait over one hour for our room. Unfortunately, one of us was needing to rest due to fever. We waited it out quietly. Finally got to our room and as we arrived housekeeping was leaving. The floors were all wet and there were no pillowcases or towels....yet. So much for the needed rest before dinner. It is now 7:00 and we still haven’t received everything. Waiting to shower for our 8:00 reservation. Annoying, indeed. Staff is very friendly but completely inefficient. Stay somewhere else. We were considering this hotel for a sales meeting. No longer.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2018,5,Service hous keeping,Very nice service in 5 level I enjoy special with hous keeping girls they are very worker names fatma zahra and chafika good continuation.and I like very well this service and the restaurant was very good services and they are very gentil they went to helep I like very mutch .,Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2018,5,Housekeeping,"Ilham chafika and imane are great girls , make every stay a little beter. This hotel is a great place to stay in tangier. The location is perfect close to the center and hart of tangier. I Will come back for sure",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2018,5,"great central location, clean rooms and breakfast with good variety","Great location, ten minutes from the pier where the ferry arrives to from Spain, its one of the better locations if you wanna stay nearby the center. Staff is pleasant, professional and speaks fluent english in addition to french n arabic of course. Rooms are nice n clean, would love to have a seawiew which we didn't get which was a little bummer. breakfast was delicious and variated, you dont feel like leaving but at some point u have to. The lady in the reception was very helpful picking out a driver for a day sightseeing and bargained us a deal much better than what the brochures, the tourist board at the pier and a lot of the internet advise you to, big thumb of for the extra assistanse to the reception. An alright gym and nearby ness to a lot makes this hotel worth staying…",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2018,5,Cătălin Bejenaru,Im very satisfied services offered by bartender Sara. Recommend trust this hotel. أنا مسرور جدا من الخدمات التي يقدمها نادل سارة. أوصي بشدة بهذا الفندق. أنا أيضا مسرور جدا مع موظفي هذا الفندق. هم الرقيقة جدا والودية I am also very pleased with the staff of this hotel. They are very kind and friendly,Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2018,5,Good deal,"Everything is ok and we are pleasure to deal more and more time . We met Elham which is very kindly and helpful And everything is ok like breakfast, dinner but we need a swimming pool . Also we need pharmacy working 24 hours.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2018,5,Wonderful Hotel & Amazing Staff,"We are just leaving the Tangier Hilton Garden Inn after 8 nights of a simply perfect stay. My partner was here on business, so I and our two little ones tagged along to accompany her. This hotel is wonderful for both families and business types. -The walls and doors are thick, so we never heard a sound from other guests (and I hope they never heard my baby who woke up early). -The parking is on site in a well-guarded and well-lit subterranean garage. -rooms were relatively large for Tangier (this is our 3rd trip Tangier in two months. I used to come to Tangier frequently a decade earlier). -this is, without exception, the cleanest hotel I’ve stayed in in over 12 years of traveling to Morocco -the views of the Bay of Tangier are breathtaking What really made the stay wonderful…",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2018,5,Affordable rates for a luxurious experience,"The hotel is located at 200 meters from the beach, walking distance to the activities and tons of restaurants. Paying HHonor points for the room is a great deal. Plus I got an upgrade to an ocean view room - the view to Gilbraltar was exceptional! The breakfast was wonderful too.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2018,5,Great hotel with amazing staff,"Hotel right next to the beach. I come here often, and the staff is first class. Withdraw, if there should be any, would be. That there is no pool. But hey, the ocean is right next to you ""beggars can't be choosers"" ;-)greetings to the staff.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2018,4,Great place for business visits or city break in Tangiers,"Great place for business visits or city breaks in beautiful Tangiers. Clean rooms, very professional staff, gentle, especially welcoming and helpful Houda at B’fast Restaurant... Recommend for Tangiers lovers",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2018,5,Family time,Great location near the beach. Good food and bar if you just want to relax. Can’t ask for a better friendlier staff. Rooms were above my expectations. Will choose this hotel again next time in town. Great job,Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2018,5,Mohammed,This hotel is very good and security you can stay with relax mind also the house keeping for rooms it was perfect and all the stuff friendly more over self service laundry is available. You can go to the beach only walking for 5 minutes.,Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2018,4,Pirates. Smugglers. The Barbary Coast.,"This hotel had special rooms for disabled persons, although there was no ocean view and I changed rooms to get one. Nice and clean, with a friendly and helpful staff. I don't much like this new section of the city, and find the kasbah much more Moroccan and much more fun.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2018,5,Fantastic Hotel with amazing team,the stay was great - everybody was genuinely friendly and caring - I would like to Thank Abdelkader - the Front Office Manager - who made our stay special and helped us in many aspects of our stay. He is a true ambassador of the hotel and a real credit to a company.,Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2018,5,Great hotel and location!,We were in Tangier for just a couple of days and stayed here. It’s a beautiful new hotel. The staff spoke English and were very nice. The room was nice and big and comfortable. We had breakfast included and it was fabulous! We had a great stay and I would recommend. It’s a taxi ride to the Medina but it was pretty close and very inexpensive. The only issue we had was that the elevators weren’t working very well!,Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2018,5,Enjoying my stay,Staff are so friendly and helpful feeling home and definitely will come back again.. great location nearby everything and nice view on the strait of Gibraltar... great service and hospitality especially housekeeping/ lalla Ilham 😍🤩😍,Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2018,4,Comfortable Hotel suited for a business trip,"Hotel in a good location with some good restaurants and fast food places nearby. Short walk to the corniche and a supermarket conveniently located in the building next door. Rooms are big and clean, internet is fast in case you need the internet to work from the room. Good spread for breakfast as well.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2018,5,An Hotel with no defects.,"Good food, welcome and kind personnel. Optimum position close to downtown and close to the beach. In particular, very efficient and professional House Keeping Supervisor, Mrs. Soukaina. The hotel where for sure you wish to come back one day.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 September 2017,4,Nice location and good service,"I stayed here one night on my way from Morocco back to Spain. Had a terrific walk along the beach, lots to see and plenty of places to stop for a beer or a bite to eat. Comfortable hotel, good breakfast. I had a nice view looking south along the beach.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2018,5,Perfect stay in Tangier,"Spending one week in Tangier - my first time in Morocco - was fully okay by choosing this accomodation which was a perfect choice! In front of the entrance there are security guards taking cares about guests' safety, By entering the lobby you will find a quite wide receiption desk with minimum 2, but sometimes 4 person who take care on you. My check-in was smooth and fast. The man at front-desk spoke very well English and was able to answer any question I had. They configured my room-card within a few minutes and meanwhile informed me about the breakfast possibilities and timing as well as fitness room possibilities. (this last one I have not tried, but should be okay as I meet lot of persons in the litfs wearing sport suites and going to floor 3, fitness room/gym. The room…",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2018,5,Tourists,We enjoyed every moment. The amenities met expectations. The staff and service were warm and courteous. The food was par excellence . The Assistant F And B Manager would greet you daily with that infectious smile and attentive to every need .,Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
