 October 2022,5,A Fabulous Stay,"We had a wonderful stay here at Riad Zahra. The staff are SO friendly and the Owners are just the loveliest: so attentive, polite and it was so nice to have been made to feel like a guest in a home rather than as a room number as hotels can make you feel. The riad is less than a 5 minute easy walk down to the beach, which was perfect! The vibe of the riad is so calming and relaxing, the rooms were kept immaculately clean and tidy and had all that we required. The garden area (with resident tortoise!) was probably our favourite, the pool was fabulous a lovely relaxing area, spacious enough to be comfortably used by multiple guests staying at the Riad. Breakfast was OUTSTANDING, the best breakfast out of the three stays we did during our Morocco trip. Walking down to…",hotelName,city
 May 2016,5,Absolutely perfect,My sister and I just came back from a short holiday in Essauria and stayed at this Riad. Xavier (the owner) his family and all the staff made our stay so comfortable and unforgettable. The hotel is very traditionally decorated and absolutely spotless. We booked a larger room which was very nice and comfortable with double balcony and a large bathroom. The continental breakfast lovely and plentiful. The swimming pool area is perfect for the hotel size and the beach is just a 2 minutes walk. I would recommend this riad over and over again and will definitely go back.,Riad_Zahra,Essaouira
 May 2016,5,one of the best !,"Such a lovely place to stay, we stayed there for 2 nights. The staff are all very nice and helpfull and had a smile on there face. the owner was great from when we arrived to when we left. The pool was great too . Thank you all for a lovely week",Riad_Zahra,Essaouira
 May 2016,5,Amazing Riad,"My sister and I stayed one night and loved this place! All the staff were so friendly and helpful, meeting our every request. The room was great, and pool is awesome, especially as you can enjoy a beer or 'wine tasting' experience right next to it! It's about a 20 minute walk into the medina but lovely walk along the beach or a really cheap and quick taxi. Breakfast was huge and delicious so overall great value place to stay!",Riad_Zahra,Essaouira
 April 2016,5,A great stay,"This Riad is a great place to stay when visiting Essaouira. It is located close to the beach, and on a walking distance to the old town and the harbour. The Riad (Spanish style) restaurant is simply great, the place to be for a wonderful risotto with lobster in the sunset. The hotel has nice comfortable rooms, a beautiful swimming pool (with turtles) and a good bar. All this gave us a great stay.",Riad_Zahra,Essaouira
 May 2016,4,Very much recomended stay,"Last week I have stayed 2 nights with my friends. I stayed in Essaouira before, but however my stay in this chic and cozy hotel put a spell to my Essaouira experience. The location is great to enjoy the beach, access the medina easily and rest in a peaceful silence atmosphere. The rooms are clean, comfortable and very preciously decorated. The crew and the managers were so much appreciated as they were willing to respond every single need or requests. I will come again and again.I highly recommend this hotel.",Riad_Zahra,Essaouira
 May 2016,5,Little gem in the Windy City,"The perfect Riad, traditionally furnished, spotlessly clean. The staff - this Riad is run by the owners and their son - are without exception absolutely wonderful. They are always smiling, happy to see you, remember your room number and nothing seems to be too much trouble. Ideally situated just one road back from the beach means that the pool area is gains some shelter from the wind. Lots of room around the pool (with its three resident turtles) with plenty of loungers and tables for a lunch in the sun. With two restaurants serving a varied and delicious menu there isn't a lot to make you leave - although if you do it's a 20 minute walk into town, three to the beach, and a taxi back is never more than just under a pound. If you have a hire car there is even parking right…",Riad_Zahra,Essaouira
 May 2016,5,"Cleaner, beter food and a hospitality better than a 5 star hotel","Every place in the Riad Zhara is really cleaner than anyone espect. The host Xavier, his wife and Son are really HOST! The want the best for all their geust, you have to experience yout self! The personal are not only friendlly, they are trained and friendlly, then troy the kitchen, 2 restaurants ( upstairs a grill restaurant) , the Son of the owner brings you the best food you can imagine. Father and Son looks the same, only, of course, younger, but he understands and helps you in choosing. Xavier, want the best and only the best food for his geusts. What is the secret of of Riad Zhara?? Their hobby is their work!, not just their work. I know I am very critical, not every hotel is please to read wat I write, they want only hear positive things but write about the truth , also…",Riad_Zahra,Essaouira
 April 2016,5,Great Place with fantastic food and location,"I was on a windsurfing trip with friends and we usually stay in the Medina. These is a very convenient location as you can easily walk to the Medina and be on a much quite area for your stay. The rooms are comfortable, extremely clean, and the decor is charming. The owners are Catalans and really nice people always trying to make your feel at home. The food from, breakfast to evening tapas is really good. The pool on a very hot day will for sure be a must. I highly recommend these Riad for everyone. Manuel - Lisbon",Riad_Zahra,Essaouira
 April 2016,5,Wonderful place to stay,We had only booked to stay in this lovely raid for one night but ended up staying three. It's a lovely place. It's very well run with lovely attentive staff. Our room was clean and the free breakfast was great. I can highly recommend ! I certainly intend to stay here when I next visit the area,Riad_Zahra,Essaouira
 April 2016,5,clean and quite,"Very nice hotel located a few minutes walk from the beautif beach of Essaouira, only few minutes drive from the medina. The room was perfectly clean and quite. The hotel dispose of a nice pool that you can easily enjoying even in the more windy days since it is well protected. I really enjoyed my stay, the personnel is very kind and accomodating.",Riad_Zahra,Essaouira
 April 2016,5,Loved Everything About This Riad !,"I can not say enough good things about this Riad. Everything was perfect! The ambience the food ...all SO good!!!! Easy to walk to places as well. The staff were friendly, spoke some English and made our stay very pleasant.",Riad_Zahra,Essaouira
 April 2016,4,Nice riad,"We spent 1 night in this riad and it was very nice stay. It is close to medina (15 minutes walk), its close to beach (2 minutes walk), in a quiet residential area, with parking right in front of the hotel. Riad has a pool, which we didnt have time to use. Staff is very helpful and nice. Breakfast was tasty - traditional moroccan. We would give 5 stars to this hotel, but rooms were pretty plain with no special charm. Furniture looked old. All in all - good stay in a beautiful city of Essaouira, which is a must see in Morocco.",Riad_Zahra,Essaouira
