 January 2023,5,The best place in Fes - no contest,"This is in the top two places I have ever stayed in in my life. Incredible experience, everything is at the top level. We also visited a couple of high end bigger hotels-riads in Fes which were very nice, but nothing compares with Riad Le Caliphe. It's a 5-star ""hotel"" with amenities and service you would expect, but on a personal level. Yasmine and Alex are passionate about what they do and it makes all the difference about how you will experience Fes.",Riad_Le_Calife-Fes_Fes_Meknes,hotelName,city
 March 2018,5,A most splendid Riad!,"My husband and I travel frequently - city breaks and long holidays and we are always delighted when we find somewhere to treasure! Riad Le Calife surpassed our expectations. Yasmine and Alex welcomed us as though we were family. With our welcome mint tea and biscuits, Yasmine sat with us, with a local map, explaining the maze of the Fez medina, highlighting key sights and recommending restaurants and tours. The Riad is very well placed - in the medina but not far from a Main Street where taxis are found. Yasmine and Alex were always available, throughout our 4 night stay - full of enthusiasm for the delights of Fez, and incredibly attentive. All of the staff were equally delightful and Fatima’s cooking was superb! The view from the roof was magnificent, it was a treat to have a…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 March 2018,5,We didn't want to leave!,"If you are looking for a unique, wonderful experience, you need look no further. The Riad Le Calife was more than we hoped for. It has such a wonderful elegance. The owners, Yasmine and Alexandre, will welcome you and help you with anything you need. The staff are attentive and friendly. Fatima will cook you an amazing dinner and the breakfasts are some of the best we had in Morocco. We loved the subtle attention to every detail: the soft jazz playing, the antique decorations, the beautiful stained glass bedroom windows, the fine bed linens and plush bathrobes, the warm cozy bar... we seriously didn't want to leave! (Thank you again to Alex for the help in getting the leather jacket we bought in the medina delivered and then tailored correctly...Steve loves it!)",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 March 2018,5,Wonderful stay the most stylish riad in Fes!,"Riad Le Calife is truly a special place. The husband and wife team of Yasmine and Alex have created a place with a lot of soul. Yes it’s moroccan but it’s much more than that. As a designer myself I’m extremely picky with where I stay. Beautiful antique objects from travels decorate the riad and that personalized touch makes it feel warm and soulful and stylish. The food by Fatima is delicious, and the rooms are each luxurious and comfortable. I’d definitely recommend and will be back! Thank you Alex and Yasmine!",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 March 2018,5,Like a Magic Carpet Ride,"Like many of you, I rely heavily on the advice of other travelers and I generally plan to write a review when I get home, but run out of time as the hectic reality of life resumes. However, this review is an exception as I do not want my fellow travelers to miss visiting the Riad Le Calife. The Riad is very centrally located and has easy access to the Medina for shopping, access to available taxis and close to many great restaurants. However, the most valuable information I can share is regarding one of the owners -Alex, His network of knowledgeable guides and recommendations he provided were invaluable. If you explain to him what you would like to do, he can make suggestions and flawless arrangements. Alex's love for the Fes culture and history are apparent in the…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 March 2018,5,Well above expectations,"Yasmine, Alexandre & the Calife team definitely live up to their high spot on the rating list for Fes. The quaint size allows the team to intimately focus on meeting the needs of guests - dining, amenities, tours - nearly any request is met! And Yasmine & Alex are so friendly & approachable that you feel they are welcoming you into their home...it was truly a lovely stay.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 March 2018,5,A wonderful experience!,"Where does one start… this hotel is a wonderful oasis in the lovely Medina of Fez. Alex and Yasmine are the perfect hosts who go way and above the call of duty, offering endless guidance and advice about what to see and where to eat. Their thoughtfulness even extended to providing guests a hotel mobile phone in case they got lost and the Wi-Fi coverage in the hotel was exceptional. Alex and Yasmine’s warmth and entertaining conversations were a joy, as was the cookery class with Fatima the hotel chef, who was very skilled and an excellent teacher with very good spoken English. All the staff were extremely helpful – it was like we were staying with a very generous family and we felt truly sad to leave. The medina in Fez is a fascinating place, rich with history, ancient…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 March 2018,5,Perfect Fes Hotel,"Location - In the Medina in Fes. About a 5min walk from where you get dropped off by a cab. Food - Unreal. The breakfast that is included is fantastic, but the dinner you purchase is worth every penny, euro, dinar. Probably the best meal I had in Morocco (which is saying a lot). The only issue was it was so much food and so good we ate entirely too much. Room - We stayed in the Amber room on the first floor. It was beautiful. I caught my wife taking photos of the bed and decorations while organizing my bag. Grounds - Really, really cool. Lots of great colors and decorations. The bar is beautiful. My wife and I spent some time enjoying it before moving to the roof to enjoy the amazing views of Fes. Staff - Alex and Yasmine were great. Extremely nice, accommodating,…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 March 2018,5,I want to stay forever!,"This is a stunning oasis in the Medina in Fes. What really stands out is the excellent service that Alexandre and Yasmine provide, from finding competent guides and drivers to lovely meals cooked by their chef. The riad is beautifully appointed. Gorgeous comfortable rooms, a terrace we would have sat on had the weather been better and a great breakfast. I’m so delighted to have found it!",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 February 2018,5,Perfection,Everything about our stay here was perfection. My wife and I agreed that we felt so comfortable and so at home. I don't think we've ever said that about a place before. Every attention to detail in the decoration was tastefully done and added to how beautiful the Riad was. It felt a little exotic in the unspoiled classic way you want Morocco to feel. The staff have been together a long time and interact like family. (A good family that actually likes each other) We had the Emerald Room and it was spacious and beautiful. The bed was comfortable and the shower spacious. We slept like babies. The rooftop was really comfortable and had a great view of the city. We enjoyed a couple of bottles of wine and some snacks up there at sunset and listened to jazz on our phone while the…,Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 February 2018,5,We'll be back again!,"My husband and I chose to stay at the Riad Le Calife for 4 days because it was rated #1 on TripAdvisor. We were so pleased with our choice and I cannot stop gushing about how much I loved our stay at this riad! From the time we made our booking to the time we left, we were warmly welcomed and treated so graciously - whether through emails and even more in person! Yasmine reached out early on to help with our travel planning and we took her suggestions to have a driver pick us up from the train station, for a cooking class with the riad chef, for a guide to show us around the medina, for a private driver to take us into the Middle Atlas mountains, and for a spa experience at Palais Faraj. Everyone and everything she recommended was top-notch and our tours were of a very high…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 February 2018,5,A very special stay!,"We stayed at Riad Le Calife for a couple of nights and couldn’t be more pleased with our experience. The place is beautifully decorated, with a unique ambiance, a charmy bar and very well located. The Rubis suite that we stayed at was excellent, spacious, very clean, beautiful with its red glass windows that make the most of the daylight and brighten the room with warm red sun rays, with a very large and comfortable bed and a bathroom with a nice bath, separate shower and lots of space. Those are qualities that make most places stand out and would have been sufficient to impress. However, what made our stay so special was the genuine effort from the owners Yasmine and Alexandre in making us feel comfortable and looked after. On arrival we were greeted by Yasmine who spent a…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
