 November 2022,5,Awesome experience!,"We loved our stay at Sofitel Rabat Jardin des Roses. The hotel is absolutely beautiful, the service was awesome, the food at all restaurants was delicious. Everything went flawless and we felt pampered our entire stay. We had our first experience with Moroccan food at Al Warda restaurant, and it was excellent. Fatima Zohra and Oumaima Sanae did a great job helping us to select dishes and serve dinner and vine. The overall experience was outstanding!",hotelName,city
 January 2018,5,Very Nice Hotel and Staff,"Spa is top notch, hotel in general is very nice with relaxing atmosphere, and pleasant perfume smell. The garden is lovely and staff are very courteous. The staff at Club Millesime on the 8th floor are very attentive, professional and friendly (Nice Job!). Some improvements needed are the fitness equipment maintenance (1 machine broken over 3 week’s), fitness towel availability, and one of the biggest issues is the hotel room doors often slam shut very loud (waking me up) with no rubber or padded material to dampen the sound. This is an easier fix opposed to all the toilet seats having slam resistant mechanisms (another nice option). Overall, the best hotel you can stay in Rabat and one of best Sofitels you can stay.",sofitel _rabat,rabat
 January 2018,5,Relaxing stay,"Rabat is generally not a touristic city, so you must choose the right hotel for your stay. Sofitel with it's helpful staff is just the right decision. Our Guest Relations manager Fatima Zahra, and consierge Adil made everything possible for us feeling maximum comfortable. Hotel itself is a great place with shops, restaurants, gym, spa and park inside. Rooms are large and very comfy. They keep the rooms very clean and tidy. Overall, great experience. Highly recommend.",sofitel _rabat,rabat
 December 2017,5,Nice stay in general,The hotel is very well located. The gardens are juste amazing. I can spend the whole day walking around. The service is just rmarquable. I would love to thank miss Hasna from the guest relation who was extremly helpfull and professional during my whole stay. I would come back without overthinking,sofitel _rabat,rabat
 December 2017,5,Nice stay,"I will recommand this adress for my friends coming next month to morocco Amazing garden and sweet staf specially imane front desk and hassna guest service many thanks for all your recommandations ,the moroccan restaurant was very nice.",sofitel _rabat,rabat
 December 2017,4,"Good stay, spacious and bright rooms","Stayed there for a night with my boyfriend, and it was a pleasant surprise. The property is very big, room and bathroom spacious and bright, well equipped, comfy. Location wise it’s 10 mins car drive from Médina and still quite convenient to get around by car. Service at reception was not the best but it didn’t bother us too much. Bed was way too soft but we found this to be the case in all the hotels we stayed at in Morrocco during this trip.",sofitel _rabat,rabat
 November 2017,3,Disappointed,"Was there for a business trip of 3 days and was staying in a junior suite. The room itself felt quite old, and was clean, but could have been better. I liked the set-up and the balcony. The service was strange - it is very surprising when you have a maid entering your room without waiting for permission ! (that actually happened a few times...) Besides, as the hotel was privatised for many event in parallel, you could really feel they were under staffed - be it for the breakfast, or lunch (where the only restaurant opened was at the pool). The gym is ok, and the sauna too. Bottom line, I may try it again but not soon.",sofitel _rabat,rabat
 December 2017,2,"i hate to be that guy, but....","ok, first the ""qualifications"". I travel. i travel for work and I travel for pleasure. I have also stayed at various Sofitel establishments around this world and this one, is by far, the biggest let down. let me start with the strange housekeeping incidents. Three times in two days, housekeeping just opened up my door to come in the room. Let me explain why this was strange. Twice it was the same housekeeper so she knew the room was occupied and once, one did it at 9:00 AT NIGHT. they follow the same pattern; a brief knock and then the door immediately opens a couple of inches followed by whispered ""hello? hello?"". For the life of me I don't know what they were doing. When I confronted the lady who opened my door at 9:00pm i pointed to the doorbell button and her…",sofitel _rabat,rabat
 November 2017,5,Exemplary Hospitality at Sofitel Rabat Jardin des Roses,"I would like to commend the staff at the Sofitel Rabat Jardin des Roses. They are attentive without being obsequious, and make one feel most welcomed in not only the property, but also in Morocco. Particular commendations go to Mme. Nadia and Mme. Nawal in the Business Club. They made my breakfast experience in the club room most enjoyable.",sofitel _rabat,rabat
 December 2017,4,Pleasant surprise,Pleasantly surprised by upgrade to enormous suite. Room lovely and clean. Breakfast was good although space in the dining room was inadequate to cater for the conference being held at the hotel. Lunch at the bar was fast and tasty. Dinner at the Seafood restaurant was a disappointment. Hardly any shellfish options. Service was good throughout the hotel including the restaurants.,sofitel _rabat,rabat
 November 2017,5,Lovely,This hotel is on very nice grounds palm trees and flowers surrounding the hotel The rooms are spacious and modern The lobby area and swimming pool is lovely The staff are friendly and helpful The restaurant is quiet pricy,sofitel _rabat,rabat
 November 2017,5,Memorable,"Superb service from staff who were very professional and mostly quite friendly. My room was exceptionally quiet and comfortable. The security by the entrance also made me feel safer, Breakfast as the Moroccan-style restaurant was excellent; fish dinner at the restaurant in the courtyard was good, though not great. Soup at the bar lounge restaurant was great. This is one of the best hotels I have ever stayed at. P.S. The staff are used to dealing with English-speakers, but a bit of French does help.",sofitel _rabat,rabat
 November 2017,5,Best Hamam ever !,"My husband just had the best Hamam ever! The Sofitel SPA is the best! Ask for ""Saida""she is a professional and you will enjoy your Moroccan Hamam Experience. I think he just found the best Spa to enjoy his favorite Moroccan ritual "" Hamam""",sofitel _rabat,rabat
 March 2017,3,Not a real 5 Star,"I stayed for a week with a delegation. The room was small, average and not ""fresh"". The hotel overall is consumed and needs updating. Food was OK - I tried breakfast only. I'd come back to this Hotel yes but only to see how they differ in different rooms - options of good hotels in Rabat are limited.",sofitel _rabat,rabat
