rating,new_reviews
1.0,un petit coin de paradis
1.0,riad de ves
1.0,une perle dans la gion
1.0,havre de paix et de nature
1.0,le paradis est ici
1.0,un endroit ou se poser
1.0,finesse et raffinement
1.0,ne pas manquer
1.0,magnifique riad taille humaine
1.0,la pure tradition marocaine
1.0,pour ver et se relaxer
1.0,un havre de paix
1.0,autenthique et id al pour un jour taroudant
1.0,jour dans le riad jnane ines incontournable
1.0,le ve absolu
1.0,une bonne adresse de charme
1.0,petit palais paradisiaque
1.0,endroit de ve
1.0,le chant des oiseaux
1.0,un havre de paix
1.0,le paradis sur terre
1.0,merveilleux accueil convivial
1.0,le plus beau joyau
1.0,grand et calme jour
1.0,magnifique riad et te exceptionnel
1.0,un endroit sensationnel vivement recommand
1.0,commencez dans le style et le confort de nos semaines de vacances
1.0,agr able surprise
1.0,magnifique et confortable
1.0,le paradis taroudant
1.0,pause fra cheur
1.0,un jour authentique au ur du maroc berb re
1.0,un peu de luxe dans la magnifique vall ait bougmez
1.0,ecolodge touda une belle exp rience
1.0,une excellente adresse
1.0,dar touda juste ce qu il faut
1.0,superbe escale dans les montagnes
1.0,agr able jour
1.0,une exp rience merveilleuse
1.0,le maroc authentique
1.0,touda un te nouvelle ration
1.0,un voyage exceptionnel la rencontre de gens exceptionnels
1.0,petit coin de paradis marocain
1.0,fen tre ouverte sur un autre monde
1.0,voyage en famille
1.0,confort et tradition
1.0,le ve marocain
1.0,une exp rience intense
1.0,comment transformer une simple escapade en depaysement total
1.0,magnifique jour dans la vall heuresue
1.0,superbe exp rience
1.0,pas de fausses notes
1.0,tr beau jour de paysement
1.0,super trek et jour au touda ecolodge
1.0,offre sp ciale journer
1.0,vous vous sentirez comme chez vous loin
1.0,excellent bergement et service
1.0,une exp rience inoubliable
1.0,la semaine la plus extraordinaire
1.0,bougomez est incontournable
1.0,un petit bijou tel avec vue panoramique
-1.0,refus de rentrer dans le riad
-1.0,arr tez la cueillette aux touristes
-1.0,riad berb re typique
0.0,riad sympathique mais un peu tuste
0.0,bien mais sans plus
0.0,tr beau riad
0.0,petit tel de campagne
0.0,tr surfait rapport qualit prix favorable
0.0,tr bien situ pour la gion
1.0,top me en riode de covid
1.0,top me en riode de covid
1.0,riad tr bien plac
1.0,une nuit au riad cascade ouzoud
1.0,amis basques en voyage dans un riad tenu par un bayonnais
1.0,riad aux pieds des cascades
1.0,il ne faut pas chercher plus loin
1.0,riad traditionnel et cadre enchanteur
1.0,charme et qualit
1.0,riad au bord des cascades
1.0,agr able charmant
1.0,bourr de charme
1.0,charme et simplicit
1.0,nuits au son de la cascade
1.0,le calmede endroit et la gentillesse du personnel
1.0,super endroit pour rester
1.0,un endroit charmant
1.0,le riad rustiques kashba
1.0,pas des cascades
1.0,un petit coin de paradis
1.0,riad typique et tr agr able
1.0,est que du bonheur
1.0,une plong dans la nature authentique
1.0,randonnee en mai
1.0,superbe quel charme
1.0,excellente maison te
1.0,tr bon souvenir
1.0,tr beau riad
1.0,tout est aucune raison aller ailleurs
1.0,une destination surprenante
1.0,exp rience niale
1.0,jour tr agr able
1.0,endroit agr able
1.0,un vrai bonheur rustique tout en haut une de cascade
1.0,la tranquillit parmi les berb res
1.0,un refuge paisible
1.0,un vrai bijou
1.0,un parfait refuge rustique situ juste des chutes
-1.0,refus de rentrer dans le riad
-1.0,arr tez la cueillette aux touristes
-1.0,riad berb re typique
0.0,riad sympathique mais un peu tuste
0.0,bien mais sans plus
0.0,tr beau riad
0.0,petit tel de campagne
0.0,tr surfait rapport qualit prix favorable
0.0,tr bien situ pour la gion
1.0,top me en riode de covid
1.0,top me en riode de covid
1.0,riad tr bien plac
1.0,une nuit au riad cascade ouzoud
1.0,amis basques en voyage dans un riad tenu par un bayonnais
1.0,riad aux pieds des cascades
1.0,il ne faut pas chercher plus loin
1.0,riad traditionnel et cadre enchanteur
1.0,charme et qualit
1.0,riad au bord des cascades
1.0,agr able charmant
1.0,bourr de charme
1.0,charme et simplicit
1.0,nuits au son de la cascade
1.0,le calmede endroit et la gentillesse du personnel
1.0,super endroit pour rester
1.0,un endroit charmant
1.0,un petit bijou
1.0,jour tr agr able
1.0,le service est excellent et on mange tr bien
1.0,pas des cascades
1.0,tr bon riad
1.0,pas des cascades
1.0,tr bon riad
1.0,un superbe endroit
1.0,un repas merveilleux
1.0,lieu id al pour une visite des cascades
1.0,pos sur les cascades
1.0,magnifique riad extr mement classe
1.0,jour tr agr able
1.0,endroit agr able
1.0,un vrai bonheur rustique tout en haut une de cascade
1.0,la tranquillit parmi les berb res
1.0,un refuge paisible
1.0,un vrai bijou
1.0,un parfait refuge rustique situ juste des chutes
0.0,un tel de charme au mauvais endroit
0.0,peut etre suis je mal tombe hotel iglesia ldjadida
0.0,le meilleur tel de jadida mais
0.0,le charme antan
0.0,bygning de tout simplement fantastique
1.0,tr chouette resto
1.0,vous avez dit autel
1.0,bel hotel beldi
1.0,tel de charme superbe
1.0,un lieu exception
1.0,tr belles prestations
1.0,nuit dans un endroit magique
1.0,etape de charme
1.0,le luxe un prix certes
1.0,tr bel endroit
1.0,original et unique de la mer
1.0,un endroit merveilleux
1.0,el gant et en dehors de agitation
1.0,maison de ville gante morocaine tel fran ais origine
1.0,inhabituel une glise et un monast re reconverti
1.0,agr able surprise
1.0,aller les yeux ferm
1.0,pure merveille lusitanienne
1.0,ner la capitainerie
1.0,bel tel restaurant dans la cit portugaise
-1.0,hafida gage du domaine touristique
-1.0,hafida gage du domaine touristique
-1.0,un jour plus que horrible
-1.0,over booking et chambre vendu deux fois directrice pas digne de ce role
-1.0,jour ibis budget eljadida
-1.0,jour de calvaire
-1.0,manque de professionalisme
-1.0,sale jamais plus
-1.0,hotel de secours
-1.0,juste pour dormir et encore
-1.0,hotel sale et mal entretenu
-1.0,peut mieux faire
-1.0,esprit accord en panne
-1.0,jour avec probl mes multiples je conseille pour un jour de plus de jours
-1.0,bien plac mais
-1.0,manque de nettoyage
0.0,week end en famille el jadida
0.0,un peu de
0.0,fid le aux hotels ibis
0.0,par rapport au label ibis budget
0.0,week end en famille
0.0,jai mis moyen seulement car vu sur la mer
0.0,tr viel tel nover
0.0,tel ibis classique
0.0,plus budget que ibis
0.0,peut mieux faire
0.0,qualit prix quelques ameliorations du concept
0.0,pour un passage seulement
0.0,bon rapport qualit prix et bon emplacement
0.0,bien pour un court jour
0.0,horaire des travaux am nagement
0.0,bien par rapport la cha ne
0.0,bel emplacement mais cessite novation
0.0,des lacunes parer
0.0,bon rapport qualit prix emplacement
0.0,communication trompeuse belles images sur internet mais alit totalement diff rente nous le diffuserons largement
0.0,basique mais ce est pas bon rapport qualit prix
0.0,tel moyen mais tr bon rapport qualit prix
1.0,ibis budget el jadida plage
1.0,excellence avec optimisation des co ts
1.0,rapport qualit prix
1.0,ception agr able
1.0,face la mer
1.0,tr bon accueil et personnel aimable
1.0,la qualit prix mod
1.0,bon rapport qualit prix
1.0,merci pour ce jour
1.0,tel bien place
1.0,visite de la ville
1.0,vue sur oc an
1.0,excellent rapport qualit prix
1.0,bonne nuit les petits
1.0,pratique et bon march
1.0,excellent rapport qualit prix
1.0,tel magnifiquement situ
1.0,tres bon service
1.0,tres bon service
1.0,tr bon sejour
1.0,surf entre amis
1.0,week end prolong
1.0,nous avons bien appr ci
1.0,accueil tr chaleureux
1.0,un passage tr agr able
1.0,excellent rapport qualit prix
1.0,jour agr able
1.0,catherine en bord de plage un tel tr propre avec une bonne literie
1.0,ai essay de chercher un reproche mais je ai rien trouv chapeau
1.0,de retour ibis
1.0,excellent tel rapport qualit prix incomparable
-1.0,tr dangereux pour votre curit
-1.0,restaurant plage eviter
-1.0,aussit arriv aussit reparti
-1.0,tel diocre faux etoiles
-1.0,exp rience horrible au mazagan
-1.0,un resort hors norme
-1.0,grosse ception pour le repas de noel
-1.0,arnaque arnaque et arnaque
-1.0,tr mauvaise exp rience
-1.0,jour sagr able et personnel non qualifi
-1.0,catastrophique ce est plus comme avant et gout
-1.0,argent fait la loi dans cet tel
-1.0,horreur des vacances an anties cause de la directrice room mme houda ouaziz
-1.0,ue par rapport la activit du staff
-1.0,service faillant et prestations largement en de du standing de la cat gorie
-1.0,jour pas mal
-1.0,tr cevant anti commercial
-1.0,on me refuse acc tel
-1.0,un manque de respect envers une certaine client le
-1.0,incroyable de traiter un client de cette mani re horrible
-1.0,le service accueil est nullissime
-1.0,erreur de descriptif et pb avec prise de reservation du baby club
-1.0,sagr ablement surprise
-1.0,pour la premi re fois
-1.0,trop imperfections pour un soit disant palace
-1.0,ce est plus ce que tait
-1.0,tel pas digne de
-1.0,tout est ferm presque
-1.0,tout sauf accueillant
-1.0,samedi soir mazagan
-1.0,repas dominical oublier
-1.0,je le conseille
-1.0,reservation de chambres communicantes
-1.0,une deuxi me ception
0.0,les toiles dans le ciel
0.0,bien avec de grands mais
0.0,mazagan beach resort eljadida
0.0,joli mais bruyant
0.0,complexe toiles aux normes europ ennes
0.0,servation chambre quadruple
0.0,restaurant du casino
0.0,vols dans la chambre toujours en attente un retour de la direction
0.0,ne vaut pas son prix et service catastrophique
0.0,probleme de reservation mini club avant meme de voyager
1.0,beau complexe telier en bord de mer
1.0,tout est parfait mais le prix de la nourriture est revoir
1.0,agr able jour
1.0,un endroit visiter si vous passer entre azemour et el jadida
1.0,tr bon jour pour les vacances de fin ann
1.0,parfait pour les familles par pour le calme
1.0,jour la hauteur malgr quelques imperfections
1.0,jour en famille
1.0,jour et golf une semaine
1.0,excellent week end en famille
1.0,un magnifique jour
1.0,excellente destination pour les familles
1.0,propret et securite
1.0,plus de bonnes choses que de mauvaises
1.0,bien pour les familles
1.0,top me en haute saison
1.0,tr bien mais les prestations restent relativement chers
1.0,remerciements pour tel
1.0,un service de tr haut niveau
1.0,jour acad mie top
1.0,un acceuil parfait
1.0,redevenu quasi excellent
1.0,voir imp rativement
1.0,excellent jour avec enfant bas age
1.0,acad mie de foot
1.0,academie de foot ete
1.0,mes enfants sont tristes et ne veulent plus inscrire vu que linda ne sera pas avec eux
-1.0,le pire tel que ai pu voir
-1.0,un conseil fuyez
-1.0,jour sagr able
-1.0,accueil et service catastrophique
-1.0,chambre go tante
-1.0,un tel pas digne des standards du groupe accor
-1.0,testable limite insalubre
-1.0,tel archi nul
-1.0,rapport qualit prix cevant
-1.0,jour en famille
0.0,un effort doit tre fait par les responsables pour am liorer la climatisation
0.0,pas comme esp
0.0,en hiver juste apr la reprise covi
0.0,propret douteuse mais une jolie piscine
0.0,tel qui perdu de sa superbe
0.0,prestation tr moyenne
1.0,nette am lioration
1.0,un sentiment mitig
1.0,bon hotel rite plut un toiles
1.0,avis pullman mazagan nb
1.0,bonne exp rience au pullman mazagan
1.0,jour el jadida
1.0,jour agr able et reposant
1.0,nit et convivialit
1.0,jour tr agr able
1.0,jour agr able au calme total
1.0,week end pullman
-1.0,lieu viter tout prix
-1.0,bon club sauf pour lannimation attention au faux commentaires
-1.0,tel club aquafun marrakech
-1.0,jour aqua fun
-1.0,car jetai oblig attribuer
-1.0,ue ue ue
-1.0,standardiste former en toute urgence
-1.0,tel aqua fun
-1.0,aqua parc correct le reste est fuir
-1.0,nul bruyant fuir urgence
-1.0,une catastrophe viter
-1.0,quipe animateurs horrible
-1.0,une semaine de vacances marrakech
-1.0,ne rite pas toiles
-1.0,tel ne rite pas toiles
-1.0,rien voir avec leurs photos
-1.0,tel super mais piscine gel et tobogan tuste
-1.0,club sympa mais rite ameliorer
-1.0,mauvais rapport qualit prix
-1.0,service au restaurants lamentable
-1.0,vacances aqua fun marrakech
-1.0,ception labranda aqua dun
0.0,sejour aqua fun
0.0,un bilan mitig pour ce jour familial
0.0,club de vacances correct
0.0,une premi re et la derni re
0.0,toiles et pas
0.0,aqua fun marrakech
0.0,bon sejour quelques bemols
0.0,un service tr moyen
0.0,arnaque amoma com
0.0,arnaque aux toiles
0.0,un tablissement sauv par son personnel ne rite pas toiles me local
1.0,un des meilleurs all in au maroc
1.0,belle tablissement ai aim
1.0,agr able tel pour vacances en famille
1.0,prestations au top en famille ou entre amis
1.0,jour conforme aux attentes
1.0,vacantes tip top
1.0,voyage en famille
1.0,vacances au top
1.0,jour excellent une semaine inoubliable avec animatrice fati et biensur toute quipe et le personnel de tel
1.0,vacances familiales fabuleuses
1.0,vacance familiale top
1.0,top hotel marrakech
1.0,tr bonne hotel
1.0,hotel le plus curis et le plus au net au maroc
1.0,super vacance meilleur hotel
1.0,aqua fun the best
1.0,vacance de pr rentr
1.0,un moment magique
1.0,hotel au top
1.0,magnifique vacances en famille
1.0,super belle vacance
1.0,chambre propre domage travaux
-1.0,le plus pourri de tous les ibis fuyez
-1.0,ne servez pas depuis le site accorhotel
-1.0,besoin urgent une grande novation
-1.0,horrible viter il mieux moins cher
-1.0,vit les photos son du bluff
-1.0,cu de hotel
-1.0,service de servation incomp tent malhonn te
-1.0,sejour au mois avril
-1.0,fuyez cet tel bruyant
-1.0,tr tr tr tr tr horrible
-1.0,hotel en perdition totale et de non retour
-1.0,nuits sur place
-1.0,bye bye ibis
-1.0,inadmissible pour un ibis
-1.0,pas du tout le niveau un ibis
-1.0,juste pour une fois
-1.0,moisissure dans la douche
-1.0,mauvaise exp rience
-1.0,hotel sans charme personnel sagr able souhait
-1.0,viter absolument indigne un ibis
-1.0,pire hotel que ai jamais connu
-1.0,ce est pas un tel
-1.0,qualite et services en baisse notoire seuls les prix augmentent
-1.0,il tellement mieux marrakech pour moins cher
-1.0,rien voir avec un ibis en france
-1.0,mauvaise exp rience
-1.0,avis sur tel ibis centre gare marrakech
-1.0,bon emplacement et rien autre
-1.0,cevant trop bruyant
-1.0,nous reviendrons pas
-1.0,la maison ibis change
-1.0,trop de bruit et chambre sale
-1.0,de pire en pire
-1.0,transats cass bouteilles bi res sur gazon piscine petit maigre
-1.0,hotel qui ne merite aucune toile et aucun passage
-1.0,pas de parking
-1.0,fausse bonne id
-1.0,probleme entretien des chambres et de sonorisation chambre en face ascenceur cote avenue
-1.0,un hotel sur le declin
-1.0,tr ue compar ibis avant
-1.0,hygi ne deplorable chambre et personnel
-1.0,cet ibis est pas la hauteur de la marque
-1.0,tout simplement sale et tr mal entretenu
-1.0,grande surprise plorable
-1.0,est ce que qlq de cet hotel lis les avis sur tripadvisor
-1.0,des travaux de maintenance urgent
-1.0,hotel mal setue
-1.0,petit jeun continental hors de prix
0.0,belle piscine mais pas clim
0.0,hotel super mais le staff pas du tout
0.0,tr bon accueil
0.0,bon accueil mais chambre salle
0.0,nuit ibis marrakech
0.0,une nuit rapide
0.0,personnel top mais tel cessite un entretien de ext rieur des chambres
0.0,pas les standards ibis
0.0,est le standard ibis
0.0,juste un passage
0.0,peut mieux faire
0.0,pour petit budget
0.0,gk pas choisir ibis
0.0,hotel un peu viellot
0.0,surtout ne pas restaurer
0.0,juste pour dormir
0.0,qualit prix correct mais esperez pas un miracle pour ce prix
0.0,hotel pour dormir
0.0,bon rapport qualit prix
0.0,hotel bien plac pour prendre les transports en commun
0.0,tel correct mais certains ments revoir
0.0,hotel avec un bon rapport qualit prix
0.0,ibis centre gare marrakech
0.0,bien situ mais peut mieux faire
0.0,restauration pas au niveau du maroc
0.0,hotel en plein degr dehors
0.0,tout juste correct
0.0,tr moyen mais pratique
0.0,seulement pour une nuit ou deux
0.0,par le bruit
0.0,bon rapport qualit prix et un grand manque de parking
0.0,moyen moyen mais fonctionnel
0.0,coller la gare mais assez loin du centre
0.0,bon rapport qualit prix
0.0,impossible de dormir
0.0,un tel pr de la gare centrale
0.0,visite breve marrakech
