 January 2023,5,Lovely winter sun holiday at a great hotel,"We have just returned from Founty beach. We had a lovely 9 days. The hotel is by an amazing beach. The food was great. There is plenty of choice. When reviews have talked about repetition I would say there is so much choice repetition doesn't matter. Soups, meat, salads, fish, cheese, pasta, fresh vegetables and lots of fruit and desserts. Kids get their own food station. Room was large. Rooms face north and south so request a south facing sunny room. We had a basic room which was on the sunny side and had a side seaview but did overlook a derelict hotel. But we had a sunset every evening. The best rooms are pool / garden/ sea view with sun. The pool area and pool bar is lovely. Late breakfast and lunch at the pool bar is a nice touch. The entertainment team work hard. We…",hotelName,city,Unnamed: 6
 July 2022,5,Amazing visit,"Fabulous experience staying at this hotel! Food was varied and lovely, the entertainment and staff were great & the hotel was really clean. Special mention to Momba, one of the entertainment team, who spoke to us and got us involved in the activities. All of the staff are super friendly and overall this was a perfect stay.",Iberostar_Founty_Beach,Agadir,
 July 2022,5,Great staff,"Momba has been great! Very helpful and accommodating. Facilities are very good, clean and easy to navigate. Entertainment throughout the day is of a high quality and all the staff are enthusiastic. Defo recommended.",Iberostar_Founty_Beach,Agadir,
 July 2022,5,"Iberostar agadir,just amazing 👏","The week that I spend in iberostar Agadir, was just incredible. The food had a lot of variety and tasted so good. The bedroom was comfortable and had an amazing view! The hotel is locate literally in front of the beach ⛱ which is so nice! All of the day had a lot of animation like dance,yoga, games in the pool.... All of The people,who work at the hotel, were just super friendly, and always smiling.I specially appreciated@ochatomebarke because he had a  very good energy, was so attention to people ,made fun with us and also played very good volleyball ahhahahahah. Nothing negative to point out, I  would come back!!",Iberostar_Founty_Beach,Agadir,
 July 2022,3,Very good and very bad at the same tim,"Very good: swimming pool, room, bed, location, shows Very bad: food variety, meats, typical restaurant (identical food of the buffet), no health snacks, Wi-Fi (didn't work during the first 2 days), no Coke Zero at the restaurant",Iberostar_Founty_Beach,Agadir,
 July 2022,5,Good Experience,"The hotel is very nice, the staff is very friendly ,food, entertainment good services and panriomic the view is very nice seafront and swimming pool Moroccan tea Nahila is very friendly and other colleagues are very friendly",Iberostar_Founty_Beach,Agadir,
 May 2022,5,Staff were very polite and welcoming.,"I stayed for 4 nights and may I say I had a great time. A big shout out to Kaltun in reception who made us very welcome. I also want to shout out to the beautiful Sadiya, Bar Manager Mohamed. Also Both Nourredinez, Mahmood and Ayub all behind the bar. Abdirahman your brother from London.",Iberostar_Founty_Beach,Agadir,
 July 2022,5,Excellent beachfront hotel,"The hotel lobby is very welcoming. The staff was helpful as we didn't speak French or Arabic. The grounds were well kept and the pool was refreshing. We visited the beach every day and this was fun too. The soccer court and ping pong tables were also a nice touch. Food was good. We tried the tangine restaurant and really enjoyed it. Our room was spacious and nice. Beds were comfortable. We used the kids club one day and that was a nice break. We visited crocopark and did dune buggy tours on sand. Recommend both. Only negatives, (and these may be cultural differences) the music was played past 11 most nights. For us, it was a bit loud, but im sure others liked it. The other is that some parents would not supervise their kids for hours on end. There were signs at the pool…",Iberostar_Founty_Beach,Agadir,
 June 2022,5,Fantastic,"The staff were amazing,  the restaurants, the kids club, the reception, the bar. Special thanks to Rahma the cleaning lady who cleaned our room perfectly. The chefs who made plain pasta & Laila who made eggs for my son who eat limited foods, Bouchra, Hanane, Hint from the restaurant thanks for the service you were amazing. Can't wait to visit again inshaAllah. Best of luck to all staff's. Many thanks from Sara,  Ahmed, Yusra & Sufyan Lasebi",Iberostar_Founty_Beach,Agadir,
 July 2022,5,Would definitely return,"Stayed with friends at this hotel for 3 nights, had a wonderful stay, very relaxing. Food was really good and varied. The hotel grounds and accommodation was spotless clean and the staff were extremely friendly. The animation team were brilliant. A big shout our to Karim, Uness, Jo, Ahmed and we couldn't forget our favourite Mustafa, you are the funniest, kind and polite young man. Thank you all for making our stay memorable. Wendy, Louise and Linda",Iberostar_Founty_Beach,Agadir,
 June 2022,5,Fantastic Holiday,"My wife and I spent 5 days at this Hotel and I have nothing negative to say. The entrance was grand and clean and the welcome from the staff was great. Check in was smooth. Only issue I had was the safe in the room was faulty but this was resolved within 10 minutes. We had a Sea View room which was huge, brilliant to start and end the day overlooking the beach and listening to the waves breaking. In addition it was far enough away from the entertainment to not be disturbed. The room was clean and was maintained every day with fresh towels and a friendly face. Loads of choice on food if you are not fussy and are keen to try out new flavours and cuisine. The staff were attentive and we never struggled to find something to eat. All inclusive drinks were fantastic - made even…",Iberostar_Founty_Beach,Agadir,
 July 2022,5,Great hotel,We had a lovely time with a great selection of food throughout. The surroundings were amazing and the close proximity to the beach was brilliant . The staff were very helpful especially mombaa and nohaila who spoke beautiful English and French. Great hotel I will definitely recommend,Iberostar_Founty_Beach,Agadir,
 July 2022,5,A wonderful Hotel,"A very good hotel , with a good pool a good view , good employees, it’s my 6th time there and every time I enjoy my stay , if you are in Agadir you have to visit this Hotel , I’ve been in pretty mush all the hotels in agadir and I prefer Iberostar every time .",Iberostar_Founty_Beach,Agadir,
 July 2022,5,Good,"It was amazing holiday , the rooms are beautiful and clean confortable, excellent food and good quality and service, the entertainment was great and helpful I recommend this place for everyone lovely holiday",Iberostar_Founty_Beach,Agadir,
