 January 2023,5,Home away from home !,We had the most wonderful stay. Everything was perfect. Everyone was so kind and so accommodating. We booked the room on the top (suite with a balcony) and would absolutely recommend it to anyone looking to stay there. The views are amazing at sunset.,hotelName,city
 November 2015,5,great choice in essaouira,"Beautiful riad in a central location in the medina. Rooms were clean and very spacious and the beds comfortable. We were greeted and sat down in the sitting room with an open fire and some jazz playing in the background which I thought was a nice touch. The staff were incredibly helpful in orientating us on arrival. Overall, a great stay and we were happy with our choice.",Riad_Chbanate,Essaouira
 October 2015,5,Wonderful place to stay in Essaouira,"I stayed a couple of nights here recently and would definitely come back. The staff were extremely knowledgeable and helpful and the rooms were relaxing and wonderful. The rain shower in my bathroom was a delight and the room also had a spacious tub. Although it rained a lot during our visit we were also able to enjoy the view from the roof. The breakfasts were ample and well-prepared and the staff was always there to greet us and offer us snacks (delicious!), tea, wine, etc. Our clothes got really soaked in a down pour and they dried everything for us. This place is just lovely with lots of extra touches. If you are in Essaouria and want to stay in the medina, this is a great choice.",Riad_Chbanate,Essaouira
 October 2015,5,Lovely beautiful place,"We stayed at this Riad April 2013 and I've been meaning to write a review for a while. Lovely beautiful place with amazing large airy rooms. Very romantic with rose petals spread around the room and very beautifully and tastefully designed, we loved the very deep and big bath. The whole Riad is very beautiful and atmospheric. The breakfast was amazing and you can have it anytime you wake up even at 14:00! The staff were very friendly and helpful. We really enjoyed the rooftop with its jacuzzi as well. Couldn't fault this place at all, one of the most enjoyable hotels I've ever stayed in.",Riad_Chbanate,Essaouira
 October 2015,5,Lovely riad in old medina,Great staff welcoming you and taking care of you during your stay. Enjoying a great Moroccan tea next to the fireplace is priceless after a day of visit. I particularly recommend traditional hammam for men organized by the riad. a unique experience!,Riad_Chbanate,Essaouira
 September 2015,5,Oasis of tranquility in Essaouira,"Stepping through the door from the rue Chbanate you instantly know that you've chosen the right place to stay in Essaouira. Located conveniently within the Medina but in a quieter quarter, this riad is a true oasis. From the beautifully arranged courtyard to the luxury and super comfortable rooms, every part of this riad is fabulous. The sun terrace on the 3rd floor is a lovely place for a relax and has both sun and shady spots and views over the rooftops of the medina. However the real secret of the Riad Chbanate has to be the amazing staff. Samira, Noelle and Gregor. They made our stay truly brilliant and memorable. On arrival we were shown a map of the medina and given lots of information on where to go, what to see and where to eat and drink. They also happily helped us…",Riad_Chbanate,Essaouira
 August 2015,5,Lovely riad with spacious rooms & fantastic staff,"Great location away from the very touristy ramparts but close enough to walk everywhere easily even with children (Essaouira medina v small compared to Marrakech), and extremely close to Supratours stop & taxis etc. Noel the manager and all the staff could not have been more charming and helpful. The breakfasts were the best we have had in Morocco. Rooms were v spacious and bathrooms great. Will definitely go back.",Riad_Chbanate,Essaouira
 August 2015,5,Relaxing escape with fantastic service,"Can't speak highly enough of Riad Chbanate. It's a very quick and easy walk from the Supratours bus station, just be sure to get accurate directions. Located in the medina, and very close to the main thoroughfares, we felt it was just enough away from the hustle and bustle. The interiors are beautiful, and we were updated to the most beautiful room upon our arrival, on the same floor of the rooftop and jacuzzi, Romantic Oriental Suite. The staff was wonderful - incredibly friendly and helpful. The rooftop was lovely for afternoon reading. And breakfast was delicious! Eggs, pastries, jams, mint tea all to your liking. If you're headed to Essaouira - this is a must stay!",Riad_Chbanate,Essaouira
 August 2015,5,AMAZING!!!,Loved this place!We went for 2 nights!People were really welcoming!Explained everything about the city!The patio is amazing and you can have a drink and relax from the mess of the city!Great music always!The breakfast was really tasty!The room was so romantic and the bathroom was really nice!tottally loved it!,Riad_Chbanate,Essaouira
 August 2015,5,Wonderful ambience and excellent service,"My husband and I had 3 sleeps in this delightful Riad. Huge room, huge bathroom, great breakfast. Very helpful staff all through. Thank you Noelle and Eddy. The beach is full of activity and a great long walk. We found a couple of very good restaurants. Overall we felt that the town showed us a genuine glimpse of a tolerant Moroccan society.",Riad_Chbanate,Essaouira
 August 2015,4,relaxing break,my friend and I spent one night here in august in the panoramic suite. we were greeted warmly upon arrival and received tea and pastries and then got a short introduction to essaouira and the hotel grounds. our hotel was on the top of the riad and had a great view over the city. the room was spacious and clean and the bed very comfortable. the bathroom had a large tub for two and a small terrace. the room also included a nespresso maschine and free soft drinks and water. breakfast was served until 12 which was a bonus. the breakfast was simply brought out and we were asked what kind of eggs and drinks we wanted. freshly squeezed orange juice and fresh fruitsalad with joghurt and pastries. nothing was missing! even good black tea was served. the staff of the riad was…,Riad_Chbanate,Essaouira
