 January 2023,5,Best decision of 2023,"We went on a chilling holiday trip for 3-night. It is an all-inclusive hotel and is 20 minutes from the city centre which we wanted, the hotel has a shuttle you can book by letting reception know. The hotel is clean, and friendly and has a warm welcoming atmosphere as soon as you enter. The staff is AMAZING and very accommodating, they go out of their way to help. The rooms are clean and roomy clean lines with tiled floors. I had to move as I did want to be near the entertainment which the hotel changed for me, so if want the same do not get rooms in front of the pool area. Every day the food has a theme of Italian, French, Morocco, etc. The only thing is if do not drink dairy then you need to make them aware of this as other types of milk will need to be arranged by them with…",hotelName,city
 October 2022,5,Amazing atmosphere,We had a great week at sol oasis in Marrakesh made even better by the staff - all so friendly and fun. There was never a dull moment. We can here for the purpose of just relaxing after a busy year and got more than we had bargained for! Enough down time but also great interactions activities and easy access to the city with the shuttle. Shout out to the whole team!,Sol_Oasis,Marrakech
 October 2022,5,"An Excelent,good holiday",It was a good holiday that i ever done it was amazing wonderful hotel and the view is pretty good the stoph were so greatfull and hapiness they give us a time the food was very tasty and yummy and then the Activities mad me so ambitious .,Sol_Oasis,Marrakech
 October 2022,5,Sol oasis ❤️,"Our stay at solo Asia’s was so relaxing and rejuvenating , the best thing about this place is that everything is included (food,drinks,entertainment). It is very kids friendly (there is kids club full of toys and nice kids attendent) and good place for families (couples with no kids try to avoid holiday weekends because it’s very crowded with kids lol . The staff are so friendly and professional . Overall it’s good hotel for the price , and highly recommend it.",Sol_Oasis,Marrakech
 October 2022,5,"Excellent, Must Stay Here","We stayed at this hotel for a week, all inclusive, and have had the most wonderful stay. The hotel was clean, well maintained and overall excellent. From the moment we got to the hotel, we felt welcome and calm and the reception team were extremely helpful and pleasant, i would like to personally mention Ilias, who greeted us when we got there and was constantly helpful and professional throughout out whole trip. The food was great, and only seemed to improve through the week, and being a fussy eater, we constantly found ourselves with a large amount of options, whilst all being most enjoyable. The entertainment team was top notch, you could see the effort from each and every member, and they made us feel extremely welcome and constantly involved, the morrocan dance show is…",Sol_Oasis,Marrakech
 September 2022,5,Amazing people and place.,"We stayed here for one week in early September, the hotel was lovely, it's not a standard ""hotel"" I would say more of a duplex complex. The whole complex was kept superbly clean including the immaculate grounds. The room, albeit a bit small was nice and kept clean by the housekeeping ladies. The energetic entertainment crew were the life and soul. Big shout outs to Ross,Sam, Niako, Mike and all the gang. If you like being involved then this is the place for you. Niako takes the archery, is so lively and fun but he needs new arrows lol, Sam entertains everyone around the pool with pool games etc, Ross leads the dance troupe wow what dancers they all are.... Thanks to Mike for teaching my wife how to moonwalk, that was nice of him to take time out for her, it was an entertaining…",Sol_Oasis,Marrakech
 September 2022,5,Very Impressed,"Currently sitting here listing to a band in the evening. Firstly hotel is immaculately clean everywhere someone is cleaning. grounds are pleasant and staff very attentive and friendly. Food has been perfect very well organised and every day had food that we have enjoyed and been tasty. Credit where credit is due the animation team are TOP CLASS. We have been to Morocco 5 times nothing compares not even close to the Sol Oasis. The team at Sol Oasis are lively friendly and full of fun if you are up for joining in. Pool games throughout the day and evening water polo, rope games, who's bottle lands upright, belly dancing, fire show, bingo, singers and band playing. Highlight was a show put on by the team who have really put time in to organising this and it was very…",Sol_Oasis,Marrakech
 September 2022,5,Fantastic Holiday - 5* Animation Team,"End of Sept 2022 - 5 nights at Sol Oasis. A lovely cocktail was given upon arrival in reception, whilst we was waiting to be checked in. Our room was excellent, very clean and comfortable. Fresh towels everyday. We had complimentary Shampoo / Conditioner / Body Wash / Body Lotion. The food was varied, lots of choice and we had nice meals everyday. There were plenty of empty sunbeds, so there was no morning rush which was so nice, it was very chilled and relaxed. You can rent a hotel pool towel for 100 MAD. Every member of staff was v pleasant and friendly, the animation team were amazing, lots of activities and entertainment everyday. On two rainy days, the shuttle bus was full, so we had to stay on resort. The only slight criticism really would be the flies in the food hall…",Sol_Oasis,Marrakech
 September 2022,5,My experience,"Had the best time at Sol Oasis was meant to stay for 3 nights ended up staying for 8 nights. Definitely value for money, the drinks were great and the food was alternated regularly. One thing that stood out was the staff everyone was amazing . Sousou , Niako, Russ, Sam and all the entertainment team went out of their way everyday to entertain us and keep us involved. Hamza was alway helpful as well. Generally loved the property and we will be back .",Sol_Oasis,Marrakech
 September 2022,5,Amazing holiday,"Myself and fiancé joined my mum and dad for a family holiday , As we walked into the main doors the gardens areas were beautiful . The hotel itself was stunning with Moroccan features our rooms were cleaned every day , however our shower did flood over but that wasn’t a problem as it soon cleared . The food had great variety and the cocktails were really good. The one thing I can say is a massive thank you to all of the hard workers who ran the hotel , gardeners, cleaners , cooks , front of house , bar tenders Bira for keeping our drinks flowing but the ones that made our holiday were the entertainment team WOW guys you are amazing and should be very proud of yourselves , Sam , Sousou, Russ, Nioki, Mike , and the rest of the team. Thank you Chris, vez , Normski and Jeannie ☺️",Sol_Oasis,Marrakech
 September 2022,5,Great week away 🤩,We had a lovely relaxing 7 night stay at Sol Oasis. Cannot fault anything at all. Options for dinner were always varied. Fresh salads and fruit for healthy options too and the pastries are just amazing. Rooms are tidy and cleaned daily with fresh towels and beds are so comfortable. The staff are the most genuine crew. The animation team - so talented so much energy and fun. Lots to do around the pool through the day and great entertainment at night too. The service staff in the restaurant and bar always have a smile and cannot do enough for you. The shuttle bus is great for access into Marrakesh. We have already booked to return in March when hopefully the spa will be completed. Thank you for a great week 😊,Sol_Oasis,Marrakech
