 January 2023,4,Lovely stay,"We stayed three nights and were impressed by how beautiful this hotel is. Views from the terrace are absolutely beautiful. We liked our rooms very much (stayed two nights in a suite then in a regular one as the suite wasn’t available). Breakfast is buffet and really good. We also had lunch and dinner and were pleased with the quality of the food. Staff was very friendly however service was pretty slow (bars, restaurants, room service and in room requests). We had a few miscommunications as well. Overall we had a lovely stay.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,hotelName,city
 August 2017,5,Beautiful Riad!,"Palais Faraj is magnificent and grand. It is in a perfect location, just outside the median with a spectacular view of Fes. The rooms are beautifully decorated and spacious, with amazing bathroom amenities. The pool is beautiful, and terrace upstairs is great for eating breakfast or dinner with an amazing view. The staff was nice and helpful with our needs, although most of them didn't speak English too well.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 August 2017,5,Excellent hotel,"Very comfortable and efficiently run hotel. The food in particular is excellent and not over-priced when compared with some restaurants we tried outside. The staff are friendly and efficient and we had a very enjoyable stay with no problems at all. It has the reputation of being one of the top hotels in Fes and it's where visiting VIPs stay. While we were there, there was also staying the president of an African country and his entourage, which meant there was lots of extra security, but this didn't detract from our visit at all. On the contrary, we have every reason to be grateful to the wonderful owner, Driss Faceh, who was able to arrange for us to see the Qarawiyyin library and archives. We had come to Fes especially to see them, so it was a great thrill.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 September 2016,5,"Fabulous views, fabulous hotel",This is a beautiful hotel with incredible views of the city below and the hills and mountains around. It abounds with Moroccan charm and decor. I had a bilevel suite with a comfortable living room on the first floor and a king size bedroom and sitting area on the second floor. Amenities were great; food was delicious and the Hammam (Turkish bath) I had in the spa was so relaxing and rejuvenating. I went straight to bed after it and slept like a baby until the morning call to prayer which you hear almost everywhere in a Muslim country. I would go back to the hotel just for the Hammam but everything else about it is worth going back for as well.,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 August 2017,5,Extraordinary hotel! A Palace!,"This is such an extraordinary hotel. A Palace! The service is great, all the personnels are polite and service-minded. The location is easily accessible. The food is gastronomic. And the best of all, the spa is the best one in Fez with a very competent masseuses.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 August 2017,5,Fantastic stay!,"Loved this boutique hotel /Riad - a renovated 19th century palace. The architecture and finish of the Riad was breathtaking. The palace has been tastefully decorated and restored to transport you back to its 19th century splendour. We were upgraded to the Ambassador Suite and we weren't disappointed. We had spectacular views overlooking the pool and mountains. The rooftop terrace restaurant was amazing with panoramic views of the city. Cannot say enough good things about this Riad - the staff, facilities, restaurants and accomodation are excellent. The restored 19th century library transported you back in time. There was so much to see and explore in the hotel alone that we wish we had more time in Fes. We didn't want to leave. We would like to make special mention of the…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 July 2017,5,Beautiful!,"We stayed here for our anniversary in late July. Could not fault it. Stunning hotel, amazing room, pool in the court yard, relaxing massage and steam room available. The staff went out of their way to help us including arranging rides and guides for us. Location is perfect - right next to the madina/ old town but quiet. The hotel restaurant is beautiful with a great range of food and there is a small fully stocked bar overlooking Fez which was also very good and we received excellent service, snacks and food at all.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 July 2017,5,Perfect proposal,"We initially chose a hotel within the old medina but our Moroccan friend recommended the Palais Faraj instead. Once we arrived, we understood immediately why he chose it. The hotel is a five minute drive outside the medina gates with a private and secure lot, whereas cars are not allowed within the old medina. It was easy to find, compared to places within the medina which is like a maze. The medina is amazing but can be overwhelming, and the Palais Faraj provided an oasis of calm, beauty, (and air conditioning!!) The rooms were enormous with intricately tiled floors. The rooftop restaurant and bar had stunning views of Fes and excellent food and drink. (Daniel Silva actually describes a room and the bar in his new novel ""House of Spies."") The included breakfast was…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 July 2017,4,"Wonderful palace ambience, modern comforts decent service",We recently stayed at the Faraj with friends and family. The Hotel is both business and tourist friendly. The amenities are modern while the owner has taken the time to maintain old world decor and even refurbished lot of cedar work and wood from the past. The library where I spent some time is worth a visit and taking time to enjoy. It is very well done. The views form the terrace are appealing. I would recommend having a tea in the front lawn overlooking the highway and Burj Soul in evening.,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 July 2017,3,Great room but expectations not met.,"We stayed for 3 nights in a superb and well appointed ""Royal"" suite with unsurpassed views. So it should have been for $A1,640 per night. We ""frocked up"" to visit the bar for pre dinner drinks. What a disappointment. Yes, great views, but with NO dress code at all we encountered , on both nights, people in thongs, shorts and T shirts taking up prime window positions, slumped over I Pads taking no note of anything else. Smoking is still allowed of course and the bar service was shoddy to say the least. We stayed away on the third night.The pool is ok but being surrounded by high walls and consequently no views you want to avoid sun or shade. The dining room was reasonable but sitting outside necessitated being wrapped in blankets.......the indoor option was not on both nights we…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 June 2017,5,Best kept secret,"Most beautiful hotel! It was my first trip to Morroco and the hotel was recommended to me by a friend as her best kept secret but not any more. We were picked up from the airport by a hotel transfer driver and it all carried on smoothly thought our three night stay. The hotel has unique charm of the old Palace with modern facilities, filled with colourful mosaics. We were upgraded on our arrival and given an ambassador suite but kindly declined it to get a room with two single beds in Junior Suite, which was equally specious and had amazing views both of the courtyard with the swimming pool as well as amazing views of the city and the mountains. Rooms were immaculate with a welcome drinks/water/fruit and Nespresso Coffee Machine. The stuff was wonderful, could not do enough for…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 June 2017,5,Absolutely Stunning,I traveled around Morocco with my family and this was the best hotel we stayed in. It is absolutely beautiful from architecture to views over the city. The rooms are comfortable and the hotel restaurant and bar are also really good quality. The pool was amazing and everything was clean and manicured. It was just charming and wonderful. The kind of place you dream of staying in!,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 June 2017,5,I wasn't going to do a review,Because they already have so many 5 stars but they deserve to be recognized Views of the city are fantastic. Like going back in time because it was an old palace that was restored. One of my favorite things is that the owner is so hands on. He is always around which def keeps the staff on their feet Amazing buffet breakfast included I loved being a bit outside the medina. I like the riads but my American side needs the comforts of a real hotel such as food when I want it which really is not offered at riads.,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 May 2017,5,"Great hotel, best restaurant","During our week-plus long trip this was both our favorite hotel and our favorite restaurant. The food was the best we had in Morocco! We ate dinner at the rooftop restaurant twice and all their moroccan signature dishes (lamb shank, tagine, moroccan salads) were excellent. The restaurant also served a very good breakfast buffet (included) with fresh moroccan pancakes and eggs. The staff was great and very helpful in arranging a car service for a day trip to volubilis and with other logistical issues. The pool was nice and they served beer and tea poolside. The location was ok, with about a 10-15 minute walk (or 10 dirham taxi ride) to the Blue Gate. I would highly recommend the Palais Faraj. In general, we really liked Fes. It offered most of the same sights as…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 May 2017,5,Our Stay in Fés,It was a good surprise. Better then we've expected. The Hotel is beautiful and it was one o the best we've been in Morocco. Staff very friendly and helpful. Good breakfast e a lovely Moroccan restaurant. Comfortable rooms.,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 May 2017,5,Absolutely Perfect,What a wonderful place. Our room exquisite with everything just right. The food fabulous but the service was the best part. So friendly and helpful. The pool's lounges were even upgraded while we were here. The location could not be better and this resort is beautiful. Could not have been more perfect. Thank you all.,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 May 2017,4,Stunning riad just outside the Medina walls.,"If you're looking for an upscale place to stay in Fes, this is it. It's even nicer than Riad Laaroussa. We enjoyed the restaurant and tried both the Moroccan and Western menus, and the view from the bar/restaurant of the Fes medina is pretty incredible. Awesome dawns from up there.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
