 August 2022,4,Good choice,Sofitel is our favorite hotel to stay in Essaouira. We love that it is away from the city in yet still close. The grounds are breathtaking. You can get rooms with views on the Atlantic. However Corona has left the hotel in a bad shape. We heard there are new owners so looking forward to the new changes. The pool has no pool tiles and they are quite sharp. My kid had a bad cut from those tiles,hotelName,city
 September 2016,4,"Nice hotel, but expensive services","This hotel is pretty luxurious by Moroccan standards and we had the fortune to have a Superior room. All rooms face the West with their own balconies. Our room was approx 10/12M long x 4/5M wide comprising a Hall with oodles of cupboard space, but very few clothes hangers, washbasin/vanity side area on the right with loo off to the right and shower to the left.( There was a bath in the room dividing space off to the left of the Hall, a bit strange, but you could sit in the bath presumably whilst looking out past the bed towards the balcony and beyond although we didn't as we prefer showers.) All towels and bathrobes & slippers provided. The bedroom space was approx 5/6M long x 4/5M wide with a large bed (at least king size), which had a mattress topper. Very comfortable but the…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 September 2016,4,"""Moroccan Bliss""","Ten relaxing days in the Sofitel our second visit did not disappoint. The staff are excellent and always greet you with a warm smile. All the important boxes are definitely ticked, great facilities, clean, huge comfy bed, delicious choices of food for every taste. For us it is the outdoor space and privacy this hotel offers that makes it special with views of the golf course and sea from our private balcony. You can walk for miles on a deserted coastline with only birds for company. Watching the sunset in the rooftop bar finished the day of perfectly. No one mentions the nightclub 'So Lounge' it is fabulous, great atmosphere, amazing lighting worth a visit. The staff are lovely, food very good and service excellent. We are so booking another holiday at this special hotel.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 May 2016,4,Pretty good.,"A very nice room a few floors up so we could keep the French windows open at night because the air con was frankly useless. Very pleasant staff all round and pool gent was just that, a gent. Breakfast sufficient but still can't fathom out why melon was such a rarity. We were half board but went into town 7 out of 10 evening due to being buffet only and no a la carte. Lovely to have a night cap in the bar when we got back. Courtesy bus into town very efficient. All in all a very good hotel but lacked a la carte which was a shame ! The gala evening with show was excellent. Hotel far enough from town yet no big deal in getting to town and back.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 September 2016,5,Fantastic service/fantastic positon,"Ok so this is Africa. The hotel is 5 star, but not everything works first time. In this hotel you just have to mention it and it happens. Our room was delightful, large, comfortable and golf course and sea views. A shuttle bus (free) takes you into the city and brings you back, delighted to be in peace and tranquil surroundings. The food we were on half board had plenty of Moroccan options but enough western fare to make the unadventurous equally happy. staff were all from the same tribe 'All equally charming friendly and helpful. We had a fantasitic week.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 September 2016,5,Perfect relaxation,"Just returned from an amazing break at this hotel.As mentioned in some other reviews ,would benefit from some updating of the rooms such as the grouting of the tiles in the bathroom areas but what really makes this hotel stand out is the staff.Congratualtions to the whole team every single one .Could not fault the service always with a smile .Just one small constructive comment- a little more information provided at check in would be very helpful eg which restaurant those on a half board basis can use - an information leaflet was provided by reception when we were unable to find answers in the in room directory but would have been better provided on check in. Small detail really as we had a wonderful stay -thank you.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 September 2016,4,Rocky at first,"Our stay started out rocky at first with some basic utilities missing from our villa such as capsules but no coffee machine and the pool was full of leaves and it took the staff hours to come clean it. However, the staff is so agreeable and professional that they quickly made up for the rocky start to our stay. Breakfast buffet was really good and again the staff all smiles made everything so pleasant. The gourmet restaurant food was really top notch and delicious. Although service was a bit slow. Over all our family had a great stay.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 August 2016,5,Dinner at the So Lounge Outstanding,"We enjoyed a most sumptuous buffet dinner at this venue at the Sofitel together with a live show. The buffet of Moroccan cuisine was beautifully presented, had a huge array of lovely dishes and was a taste sensation. The choices of dishes was so impressive. A good wine selection too. A most special evening.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 August 2016,2,Property is 'shop worn',"The hotel looks good in photos and upon initial inspection. Once you get into your room you notice that the floors, furniture, fixtures, and fitting have had heavy wear and are not well maintained. We had a bed with a very high ridge running down the middle of the bed which made it difficult, if not impossible to keep from rolling off the bed. We had a very uncomfortable night. We wrote a detailed description of the problem, and left the letter with the desk management with a request to repair, or change the mattress, and make it right. The desk staff promised to take care of it. However, nothing was done. The property has a nice pool. But that cannot compensate for the condition of the bedrooms and lack of management responsiveness. I recommend that you consider…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 September 2016,4,Nice hotel by the Golf course in Essaouira,"Decent quality hotel, although in the inside its age starts to appear. Quite location, 7 Km away of the city centre. Beautiful swimming pool, albeit it's too close to the hotel building. Nice view to the sea and the golf course.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 September 2016,5,Fantastic.,"Wow, where do I begin? Have just spent 10 wonderful days in this fantastic place. Calm,peaceful and relaxing (not the place if you want loud and hectic!) I have travelled the world since I was 16 and this is one of the best. The food, yes it was a buffet, but it didn't feel like it. No canteen experience here! The quality and choice was outstanding at every meal - huge compliments to the chef and the team. Service was exemplary, both in the dining room and around the pool. Huge thanks to Rachid and Houda for there smiles and attention to detail. Every member of the team was polite and spoke English (my French was not as good)Ok, yes the birds did get in - but they do in lots of other places as well - trivial, you only had to ask the staff to replace the items. Yes the drinks…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
