 November 2022,5,Hidden arabesque boutique cozy home,"Absolutely loved the Riad! Hidden gem inside the madina in Rabat. Quiet, beautiful interior, little boutique and cozy place with arebesque modern details, beautiful courtyard, and outdoor area garden with a pool. Staff very friendly and accommodating. Highly recommend for a unique and cozy traditional modern experience in Morocco!",hotelName,city
 October 2015,4,Architecturally Striking But Imperfect,"We got upgraded to one of the ""Sultan"" rooms on the first floor. Considering the premium nature of the rooms, they suffer from a fatal flaw: there's very limited sound privacy from the lobby area, that they open onto, which also happens to be a restaurant. While the hotel is clearly conscious of this and tries to keep the noise level down, it was still a fairly bizarre experience to go about getting ready for bed, with a full restaurant next to you. The room was okay: extremely tall ceiling and luxury details but (typical for a riad) small square footage. And, an offbeat comment: the pillows were very hard. Overall, it's a well cared for and strikingly designed place to stay (there's a rooftop dipping pool, for example). But I would suggest opting for second level rooms which…",Riad_Kalaa,Rabat
 September 2015,5,6 over 5 stars!,"After a long and tiresome day in the busy, dusty narrow, time to time a little dirty but totally safe and magnificent streets of the Rabat Medina, getting into this beautifully decorated, sedate, wonderful court of the Riad Kalaa was one of our best little moments of surprise and intense happiness!. Beautifully decorated, the details of illumitation, ornemantation, wall pictures etc. were extraordinary. One of the best we have ever met. It was week-end and with a short notice our last minute request for a third bed in our room was ready when we arrived late evening. Our room at the lower floor, with 5m high ceilings, very comfortable bed, one of the best bathrooms that we have ever stayed, everything was perfect. Our only disappointment was as we stayed two days last month in a…",Riad_Kalaa,Rabat
 September 2015,5,Beautiful riad in old medina with excellent service,"I stayed here for a few nights after a yoga retreat in Marrakech. I stayed in one of the 1000 perms rooms, and it was perfect. I love that there was fresh fruit as well as water bottles in the room. The courtyard where breakfast and dinner is served is gorgeous. The breakfast was delicious with juice, coffee, tea, moroccan breads and crepes, fresh or dried fruits, and yogurt. Just five minutes from Kasbah des Oudayas, the ocean, and easily walkable to Hassan tower and Mohammad V mausoleum, the location was great for me. It is easy to find your way out of the walled streets once you know it is right, right and second left. They even got my train ticket for me! Really good stay.",Riad_Kalaa,Rabat
 May 2015,5,Sight for Sore Eyes,"After traveling for more than 24 hours to get to Morocco, do a little sightseeing in Casablanca and heading to Rabat, we were more than pleased with this beautiful place. Our room was gorgeous and very comfortable. Since we were so exhausted, we opted to dine-in at the Riad and are very glad we did. What a charming set up with tables throughout the courtyard yet everyone had their own space. It seems most of the guests had opted to dine it that night. The food was great and service was excellent. I would recommend this Riad to all.",Riad_Kalaa,Rabat
 May 2015,5,Beautiful riad in the heart of Rabat,"While we would have never found this plac e without our guide, this riad is wonderful. We were greeted and given tea while the staff finished getting our room ready. The room was on the second floor and yes, the stairs are narrow and tricky but it's am old building. The room was simple and small but that's what we expected. There's no door to the bathroom, just a curtain. But you can't beat the decor and hospitality.",Riad_Kalaa,Rabat
 April 2015,5,A Beautiful Place Inside the Medina,"I only spent one night here but was very impressed. The riad is in the Medina and its beauty came as a surprise after the trek through narrow featureless streets. It was my first night in Morocco and I was not prepared for the lovely interior. It is a classic riad but has been handsomely renovated with a slightly modern feel and is clean and well maintained. My room opened from the ground floor through a carved wooden door. Inside was a sitting area with a traditional couch and up a spiral staircase, a comfortable bedroom and large bath. As another review said, the bath is not separated from the bedroom by a solid door. It is a lovely space however and was nicely stocked with toiletries (which I never use). I had a delicious dinner, choosing a fish tagline from a number of…",Riad_Kalaa,Rabat
 April 2015,5,"Lovely riad, great food","Riad Kalaa was a perfect hotel to begin our trip through Morocco. The property is beautiful, location in the ""heart"" of the city, staff lovely and accommodating, and food excellent. It set the bar high for the rest of our travels in Morocco!",Riad_Kalaa,Rabat
 April 2015,5,Morocco for beginners - in a great style,"Riad Kalaa staff will pick you up from the airport for 20 Euros. This way you can avoid negotiations with taxi drivers in Rabat. After a 20 min drive, you will come to Medina, and be amazed. The Riad is situated in a calm, clean and beutiful part of Medina. It is close to the market, restaurants, bars and all that charming chaos. But not too close- the neighbourhood is quite and calm. Within a few minutes, you can also reach Rabat Kasbah. The Riad itself is a pure joy: great breakfast, great dinner, great staff (speak English, French and German), stable and fast internet. Massages and hammam are offered for available prices (we paid 30 Euros for 1 hour massage, 45 for half an hour of hammam and one hour of massage). Highly recommended!!! AAfter a good massage, enjoy sun on the…",Riad_Kalaa,Rabat
 April 2015,5,Gorgeous small hotel,"We had only one night at Riad Kalaa, but were impressed with the beauty of this intimate boutique hotel. The courtyard is stunning in tile and carved wood and plaster. Fabulous breakfast (the best we had in Morocco) in a small dining room off the courtyard. Rooms are lovely, not terribly roomy, with luxurious, beautiful bath. Ours did not have a window except to the courtyard (a tiny bit noisy and less than private--not unusual in old riads). The spa area and bar were beautiful--wish we could have stayed longer.",Riad_Kalaa,Rabat
 April 2015,5,The best boutique Riad in Rabat,"This is now the 5th time that I have stayed in Riad Kalaa and the service, standards, rooms, food and atmosphere remains impeccable. There is a charm that no other Riad in Rabat has. The Medina in Rabat is already a great place to be but to have a hidden gem like Riad Kalaa makes the Capital even more special.",Riad_Kalaa,Rabat
